code	location	store_name	product_ean
ID	Asia/Jakarta	Ngemplak	0281209733337
CO	America/Bogota	San Carlos	5039186225360
CD	Africa/Lubumbashi	Kamina	3342471255877
US	America/Chicago	Columbia Heights	4891613114675
US	America/New_York	Martinsburg	3635829950631
CN	Asia/Shanghai	Foshan	2727865742767
MM	Asia/Yangon	Dawei	1705380152392
BR	America/Maceio	Lagarto	1880129459137
EC	America/Guayaquil	Cuenca	0240334004941
RU	Asia/Yekaterinburg	Ozersk	0902610964102
TZ	Africa/Dar_es_Salaam	Same	8257435023858
ES	Europe/Madrid	Ferrol	7477839828809
IT	Europe/Rome	Novara	4186666759134
GH	Africa/Accra	Bibiani	9772945599901
US	America/New_York	Kendall	5940151907207
CA	America/Edmonton	Sherwood Park	5044357447557
ES	Europe/Madrid	Villaquilambre	4710304468173
ID	Asia/Jakarta	Kediri	8246239599973
IQ	Asia/Baghdad	Karbala	7593174497224
US	America/New_York	Sun City Center	9442124642406
PH	Asia/Manila	Masbate	8382991195470
RU	Asia/Yekaterinburg	Kachkanar	6969752092067
BR	America/Sao_Paulo	Santa Gertrudes	1572891308385
BD	Asia/Dhaka	Manikchari	3973346852817
SD	Africa/Khartoum	Ar Ruseris	9344098530034
US	America/New_York	Peabody	8629316761225
RU	Asia/Yekaterinburg	Kachkanar	4786145454279
RU	Asia/Yekaterinburg	Kachkanar	3889934983460
FR	Europe/Paris	Bobigny	9210421896934
BY	Europe/Minsk	Dobrush	3670180403228
US	America/Chicago	Longview	7629327347396
MX	America/Mexico_City	San Lorenzo Acopilco	5495405507318
US	America/Los_Angeles	Pahrump	4753326431459
US	America/Los_Angeles	Watsonville	2612116975752
DE	Europe/Berlin	Ehingen	8011699160861
US	America/Chicago	Tupelo	8714643200889
DO	America/Santo_Domingo	Santa Cruz de Barahona	8225501522420
JP	Asia/Tokyo	Iwade	4609130180857
PH	Asia/Manila	Guyong	6358974288042
JP	Asia/Tokyo	Gero	8896950447536
CI	Africa/Abidjan	Lakota	5386359556296
CA	America/Toronto	Dorval	2151242126060
RU	Europe/Moscow	Likhobory	6378967363136
CR	America/Costa_Rica	San Rafael	6411176481915
JP	Asia/Tokyo	Namerikawa	1637627810904
US	America/Chicago	Rolla	5201398565866
US	America/Chicago	South Lawndale	8325361144630
RU	Asia/Yakutsk	Aykhal	2194362020948
ID	Asia/Jakarta	Ngemplak	9225783909208
IN	Asia/Kolkata	Sathyamangalam	6594750351795
BR	America/Santarem	Altamira	8460397668115
US	America/New_York	Venice	0500402344622
IN	Asia/Kolkata	Sathyamangalam	8363996384663
TH	Asia/Bangkok	Kantharalak	3109103251269
ID	Asia/Jakarta	Besuki	4938618873456
IN	Asia/Kolkata	Jashpurnagar	0282024036047
PT	Europe/Lisbon	Albufeira	9222332957321
PH	Asia/Manila	Talisay	4050141276778
FR	Europe/Paris	Marseille 11	2105968023776
US	America/Los_Angeles	Sunnyside	5598000277751
CN	Asia/Shanghai	Pingyi	2754396239497
PH	Asia/Manila	Recodo	6156360032756
IN	Asia/Kolkata	Gorakhpur	9918190376687
US	America/New_York	Lebanon	6379766459358
BR	America/Sao_Paulo	Carlos Barbosa	6797802565052
IN	Asia/Kolkata	Aklera	6853271668424
KR	Asia/Seoul	Goyang-si	3989509510463
MK	Europe/Skopje	Bogovinje	3842615315769
US	America/New_York	Thomasville	0404637942335
IN	Asia/Kolkata	Haldwani	4292371486972
CL	America/Santiago	La Ligua	7649294430990
RU	Asia/Yekaterinburg	Kachkanar	0774932060981
AR	America/Argentina/Buenos_Aires	Chacabuco	3965270612834
BR	America/Sao_Paulo	Buri	6059126803587
PA	America/Panama	Veracruz	5503773198073
KZ	Asia/Aqtobe	Shalqar	3012848960221
MY	Asia/Kuching	Donggongon	4039026532987
UA	Europe/Kiev	Voznesensk	8015917704752
US	America/Chicago	Longview	1126215767237
ES	Europe/Madrid	Tudela	1653932216248
AU	Australia/Sydney	Strathfield	8319914217957
BR	America/Sao_Paulo	Itaperuna	4136607620009
CD	Africa/Kinshasa	Kasangulu	6887943940204
NA	Africa/Windhoek	Okahandja	3804525078561
PT	Europe/Lisbon	Albufeira	0353266529373
NG	Africa/Lagos	Kafanchan	0789847624593
US	America/New_York	Scotch Plains	7720391878127
US	America/Chicago	Lino Lakes	2109472052383
IT	Europe/Rome	Falconara Marittima	1703936599899
GB	Europe/London	Thetford	0517903387195
RU	Asia/Barnaul	Novosilikatnyy	0646189456544
RU	Europe/Moscow	Danilov	9701166778178
US	America/Chicago	Crystal Lake	9052337108394
TR	Europe/Istanbul	Edremit	6505898496989
IT	Europe/Rome	Malnate	2089751330381
CN	Asia/Shanghai	Shaowu	9280949581001
US	America/Los_Angeles	Bryn Mawr-Skyway	1238458608434
PR	America/Puerto_Rico	Yauco	3251230673534
BR	America/Sao_Paulo	Buri	4032213544756
JM	America/Jamaica	New Kingston	1893636133384
JP	Asia/Tokyo	Suzaka	7409498484744
LT	Europe/Vilnius	Alytus	9706385675673
RU	Europe/Moscow	Yeysk	6565214192049
US	America/Chicago	Murray	2815769098117
CO	America/Bogota	Andes	9634607192366
ES	Europe/Madrid	el Camp de l'Arpa del Clot	7506382259980
US	America/New_York	Far Rockaway	6797702258320
ES	Europe/Madrid	Gandia	5607731138955
CN	Asia/Shanghai	Ulanhot	6997957046783
CN	Asia/Shanghai	Jiangyan	4809121930748
IT	Europe/Rome	Tortona	1487290500417
GB	Europe/London	Selby	5927259797107
DZ	Africa/Algiers	Messaad	9397968809921
IN	Asia/Kolkata	Patti	6094650394446
MX	America/Mexico_City	Guanajuato	9468264351466
DE	Europe/Berlin	Dahlem	3166910338637
PT	Europe/Lisbon	Custoias	6508461742988
DZ	Africa/Algiers	Boumerdas	6308115737533
NL	Europe/Amsterdam	Hoogezand	5583303998137
ES	Europe/Madrid	San Juan de Aznalfarache	6722505245109
US	America/New_York	Lexington	2798819347598
CF	Africa/Bangui	Carnot	9720416467587
FR	Europe/Paris	Montpellier	6489651078004
US	America/New_York	Jersey City	6489781999422
US	America/Chicago	Greenville	8755705478853
IN	Asia/Kolkata	Barpeta	3627933597116
RO	Europe/Bucharest	Sector 6	3228408340000
IT	Europe/Rome	Gorgonzola	1792121244195
CA	America/Glace_Bay	Sydney	9262189068139
MX	America/Mexico_City	Jocotepec	2306634739391
BR	America/Fortaleza	Pedro II	5785498443519
GB	Europe/London	Poulton-le-Fylde	8837011647236
RU	Europe/Moscow	Dyat’kovo	1581050061566
IL	Asia/Jerusalem	Ramla	0374584519112
IL	Asia/Jerusalem	Ganei Tikva	6737950178964
TH	Asia/Bangkok	Nakhon Pathom	9914418572220
MY	Asia/Kuala_Lumpur	Ulu Tiram	9611927709542
CA	America/Toronto	Markham	8466032944675
MT	Europe/Malta	Valletta	3271892026691
US	America/Chicago	Rosemount	2479388770283
BR	America/Sao_Paulo	Imbituba	8007054234865
IN	Asia/Kolkata	Alwaye	1347720716965
IN	Asia/Kolkata	Betamcherla	2165866839701
US	America/Chicago	Copperas Cove	7911205593606
US	America/New_York	Waterbury	9773483283697
GB	Europe/London	Belper	3680713603162
US	America/New_York	Lakewood	5309972313374
FR	Europe/Paris	Gonesse	3987837324752
US	America/Los_Angeles	Bothell	8104140500221
RU	Europe/Moscow	Yeysk	3009933249552
US	America/Chicago	Hutchinson	4179394087372
MX	America/Mexico_City	Santa Rosa Jauregui	0939843190046
CN	Asia/Shanghai	Dongfeng	3558297385746
US	America/Los_Angeles	Bryn Mawr-Skyway	3748355998944
US	America/New_York	Brunswick	4797796472741
RU	Asia/Novokuznetsk	Yashkino	2724233464535
MZ	Africa/Maputo	Maxixe	7756662432286
JP	Asia/Tokyo	Karatsu	6422848280972
RU	Europe/Moscow	Kashira	9057623244749
DE	Europe/Berlin	Bensheim	3174919971786
US	America/New_York	Boston	4112412923436
BR	America/Sao_Paulo	Artur Nogueira	3449331534476
MY	Asia/Kuching	Donggongon	8843602598948
IT	Europe/Rome	Falconara Marittima	0663095393558
TT	America/Port_of_Spain	Port of Spain	2936239254601
JP	Asia/Tokyo	Shimotoda	7278828462529
BD	Asia/Dhaka	Manikchari	7640693111060
CA	America/Glace_Bay	Sydney	2378257588526
US	America/New_York	Dublin	2875166880715
KG	Asia/Bishkek	Jalal-Abad	3430675002882
US	America/Chicago	West Des Moines	2255602958282
PL	Europe/Warsaw	Brzeg	6266899606660
NG	Africa/Lagos	Nkpor	9603604210243
US	America/New_York	Clermont	9809053396129
MG	Indian/Antananarivo	Antanifotsy	7801600943833
US	America/Denver	Saratoga Springs	3141860818194
PK	Asia/Karachi	Sillanwali	8491253141688
US	America/New_York	Scotch Plains	0623017362796
US	America/Los_Angeles	Pahrump	1217639310113
PK	Asia/Karachi	Tharu Shah	9522269160864
IT	Europe/Rome	Misterbianco	9213294782397
IN	Asia/Kolkata	Rafiganj	6841813057560
IN	Asia/Kolkata	Moga	9393944139013
AR	America/Argentina/Buenos_Aires	Chacabuco	9084130875722
CO	America/Bogota	Puerto Colombia	8994082879215
AU	Australia/Melbourne	Frankston South	2623662631191
DE	Europe/Berlin	Bretten	0416018225272
US	America/New_York	Sun City Center	5142053853136
RU	Europe/Moscow	Kireyevsk	8768654957645
JP	Asia/Tokyo	Yao	5628840287570
TZ	Africa/Dar_es_Salaam	Nyangao	7825001553187
AU	Australia/Melbourne	Carnegie	4864590696830
BR	America/Fortaleza	Pedro II	5233195440893
GB	Europe/London	Selby	4540620732371
FR	Europe/Paris	Elbeuf	7122799006544
GB	Europe/London	Southsea	2090921469725
JP	Asia/Tokyo	Suzaka	3646108763644
ID	Asia/Jakarta	Kudus	0655868345628
DE	Europe/Berlin	Radevormwald	8815019705332
US	America/New_York	Leland	8084776015279
PA	America/Panama	Veracruz	6732078594375
CH	Europe/Zurich	Adliswil	3140711959178
US	America/New_York	Toledo	0700630575724
US	America/New_York	Chillum	6197473599958
DZ	Africa/Algiers	Thenia	3131609545276
US	America/New_York	Malden	7392835901663
US	America/New_York	New Canaan	2730465546550
RU	Asia/Yekaterinburg	Beryozovsky	6412986598879
IN	Asia/Kolkata	Kheda	7348917529133
ID	Asia/Makassar	Tarakan	7614200175258
PH	Asia/Manila	Cebu City	6831440977249
US	America/New_York	Gainesville	5690751767755
BR	America/Recife	Cabo	9640163813874
CN	Asia/Shanghai	Zhuangyuan	4870974379336
US	America/Los_Angeles	Mira Mesa	3050868092140
US	America/Denver	Carlsbad	2593708044110
NZ	Pacific/Auckland	Timaru	8852876332004
MM	Asia/Yangon	Dawei	4383217486949
FR	Europe/Paris	Bron	5995400371513
IN	Asia/Kolkata	Teghra	9185547673625
US	America/Chicago	Huntley	0883203548803
ID	Asia/Jakarta	Jambi City	5065182982631
GB	Europe/London	Lymington	7505158366433
MM	Asia/Yangon	Myawadi	2351835555318
US	America/New_York	Rosedale	3975619449311
PH	Asia/Manila	Santa Catalina	2212032438135
MK	Europe/Skopje	Saraj	8096890947077
BE	Europe/Brussels	Lille	4544387107502
MQ	America/Martinique	Le Robert	7008203825249
MG	Indian/Antananarivo	Ambatondrazaka	5736650178107
CU	America/Havana	Corralillo	7334119134787
US	America/Chicago	Independence	8553374035588
DE	Europe/Berlin	Radevormwald	2060461511116
TN	Africa/Tunis	El Alia	4283808065228
FR	Europe/Paris	Niort	0970309613211
US	America/Los_Angeles	Kent	6357190763821
IN	Asia/Kolkata	Barpeta	8292415951035
CR	America/Costa_Rica	Liberia	6044854645462
US	America/New_York	Cypress Hills	8615514281382
TN	Africa/Tunis	Msaken	6812260715723
ES	Europe/Madrid	San Juan de Aznalfarache	3313436791839
IN	Asia/Kolkata	Adra	3344068655312
NL	Europe/Amsterdam	Hardenberg	2442939348804
KZ	Asia/Almaty	Otegen Batyra	6473107270036
JP	Asia/Tokyo	Shinshiro	3074924060102
IN	Asia/Kolkata	Chamba	1118630645757
US	America/Chicago	Longview	8902016586740
BR	America/Sao_Paulo	Pato Branco	6250838411743
CO	America/Bogota	Villa del Rosario	5856592967956
PH	Asia/Manila	Guyong	5372366550266
YE	Asia/Aden	Ataq	0327252818604
US	America/New_York	Deltona	9650288560553
CN	Asia/Shanghai	Hengshui	0303142144558
IT	Europe/Rome	Sassari	4242015524133
RU	Asia/Yakutsk	Aykhal	7249926739561
DE	Europe/Berlin	Memmingen	4003872472933
FR	Europe/Paris	Marseille 11	6833716623768
MT	Europe/Malta	Valletta	4938585351650
DE	Europe/Berlin	Verl	5699930428203
RU	Europe/Moscow	Nizhniy Lomov	9174276377461
US	America/New_York	Fayetteville	6777398046173
DE	Europe/Berlin	Siegburg	3061731232969
AU	Australia/Melbourne	Frankston South	7365482721960
RU	Europe/Moscow	Buynaksk	4378052750881
US	America/New_York	Milledgeville	7995301301426
CR	America/Costa_Rica	San Rafael	3153131221657
US	America/Chicago	Pekin	1985350884731
BR	America/Sao_Paulo	Caldas Novas	4067433237768
TH	Asia/Bangkok	Tak Bai	0877302554872
US	America/Los_Angeles	Beaumont	6015246317496
IN	Asia/Kolkata	Kashipur	1753276032983
DE	Europe/Berlin	Rudolstadt	6300436369981
ES	Europe/Madrid	Tudela	6997669872182
TH	Asia/Bangkok	Thap Than	8272406730023
MM	Asia/Yangon	Dawei	3289153917787
PK	Asia/Karachi	Fazilpur	9975299493592
CA	America/Toronto	Beaconsfield	3371190478052
RS	Europe/Belgrade	Negotin	9818141580098
ES	Atlantic/Canary	Maspalomas	7835637785708
RU	Europe/Volgograd	Mikhaylovka	1828385097199
MX	America/Mexico_City	Paracho de Verduzco	3666807949644
PR	America/Puerto_Rico	Aguadilla	9692125005094
DE	Europe/Berlin	Ehingen	7541036382232
NG	Africa/Lagos	Kafanchan	9852135579873
US	America/Chicago	South Lawndale	6201771141075
BE	Europe/Brussels	Wevelgem	0186259385294
NI	America/Managua	Jinotepe	3679622665248
SO	Africa/Mogadishu	Kismayo	5401779729690
US	America/New_York	Punta Gorda Isles	7891424527685
US	America/Los_Angeles	North Tustin	3993326226612
BE	Europe/Brussels	Temse	2488555110449
ES	Europe/Madrid	Gandia	7584839915986
RU	Europe/Saratov	Privolzhskiy	8349587350897
PL	Europe/Warsaw	Jaworzno	3798205184645
EC	America/Guayaquil	Cuenca	8361960506059
IN	Asia/Kolkata	Haldwani	1776426406120
GB	Europe/London	Strood	4619954797605
US	America/Los_Angeles	Riverbank	7598150993899
SA	Asia/Riyadh	Al Jubayl	7728070771752
IT	Europe/Rome	Castelfranco Emilia	1665809628818
JP	Asia/Tokyo	Inawashiro	5834938630702
GB	Europe/London	Arbroath	7827978380568
RU	Europe/Moscow	Stupino	1380777151891
BR	America/Bahia	Rio Real	1259459977053
PE	America/Lima	Chosica	1598124875707
CU	America/Havana	Corralillo	5205375467754
BR	America/Sao_Paulo	Curitiba	4463472403285
IN	Asia/Kolkata	Dalsingh Sarai	4202842261656
BR	America/Manaus	Itacoatiara	1293877708462
IN	Asia/Kolkata	Pilkhua	7628746829988
ML	Africa/Bamako	Kati	9876756129378
CN	Asia/Shanghai	Longgang	1826586102643
GB	Europe/London	Lower Earley	9563852047032
CO	America/Bogota	San Carlos	7328957535585
US	America/New_York	Brunswick	9039869725527
GB	Europe/London	Clacton-on-Sea	1562029756744
US	America/New_York	Norwalk	7109705664210
KR	Asia/Seoul	Goyang-si	8881691158957
US	America/Chicago	Columbia Heights	0358515748352
AU	Australia/Perth	Willetton	9785104712042
EC	America/Guayaquil	Cuenca	7610599562952
CL	America/Santiago	La Ligua	8637716301675
PL	Europe/Warsaw	Ustka	3406429411811
IN	Asia/Kolkata	Elamanchili	7403912648026
IN	Asia/Kolkata	Rajaori	6228085014888
YE	Asia/Aden	Ataq	1533795182013
DE	Europe/Berlin	Losheim	0668971780323
BR	America/Sao_Paulo	Miracema	4269923205657
JP	Asia/Tokyo	Nayoro	4182356333035
CN	Asia/Shanghai	Tianfu	7113132364797
FR	Europe/Paris	Sceaux	4023895885619
IT	Europe/Rome	San Giuliano Milanese	0568073710733
GB	Europe/London	Kingston upon Hull	2062087268436
US	America/New_York	Bridgeport	4833696628908
UG	Africa/Kampala	Paidha	5805039739465
JP	Asia/Tokyo	Shinshiro	1592778434815
GB	Europe/London	Newbury	4669389566949
PL	Europe/Warsaw	Reda	1813671227695
CM	Africa/Douala	Tonga	0783877188759
CL	America/Santiago	Chiguayante	1450965174510
TZ	Africa/Dar_es_Salaam	Iringa	8206595776951
CN	Asia/Shanghai	Meizhou	4305448646534
US	America/Chicago	Murray	0563088238166
CN	Asia/Shanghai	Yingkou	3190352573646
ML	Africa/Bamako	Kati	7368933166211
US	America/New_York	Milledgeville	4235015050740
AU	Australia/Sydney	Eastwood	7401310437808
JP	Asia/Tokyo	Yao	5922680094917
US	America/Los_Angeles	American Canyon	9174681366821
RU	Asia/Yekaterinburg	Kachkanar	3470082493057
ID	Asia/Makassar	Balikpapan	4694582157069
FR	Europe/Paris	Gonesse	8052597966124
MY	Asia/Kuala_Lumpur	Gua Musang	2908895872017
IN	Asia/Kolkata	Saharsa	9005873615918
IT	Europe/Rome	Catania	5124845595028
US	America/Chicago	Tyler	0367605683398
BR	America/Sao_Paulo	Esmeraldas	7211018426482
PH	Asia/Manila	Dipolog	8272950563450
PK	Asia/Karachi	Mianwali	6558844789901
RU	Europe/Moscow	Volokolamsk	3738856322232
PH	Asia/Manila	Pilar	2261138950157
GB	Europe/London	East Dereham	4128719993454
AU	Australia/Perth	Willetton	2457504493230
VN	Asia/Ho_Chi_Minh	Sa Dec	4475773202962
DE	Europe/Berlin	Memmingen	7670902770146
AR	America/Argentina/Buenos_Aires	Tandil	4720147193774
US	America/New_York	Kendall	6976764659171
IN	Asia/Kolkata	Adra	3790534991048
MX	America/Mazatlan	Acaponeta	6691349584791
US	America/New_York	Malden	6665125036170
RU	Europe/Samara	Otradnyy	0753584744166
US	America/Los_Angeles	Porterville	7942192052449
RS	Europe/Belgrade	Sremska Mitrovica	6240800387497
BR	America/Sao_Paulo	Buri	8910447614444
BR	America/Bahia	Muritiba	1748567981187
FR	Europe/Paris	Gonesse	7299837910146
CD	Africa/Kinshasa	Kasangulu	3369173921718
PH	Asia/Manila	Recodo	4013783461674
IN	Asia/Kolkata	Kheda	7244569172232
CL	America/Santiago	San Bernardo	0517238239251
RU	Europe/Moscow	Likhobory	5916807843830
GB	Europe/London	Hartley	5375288948395
PK	Asia/Karachi	Mianwali	2400827162208
RU	Europe/Moscow	Valday	1900190482114
NL	Europe/Amsterdam	Vught	2293615542272
DE	Europe/Berlin	Landshut	3097464243514
ID	Asia/Jakarta	Kediri	7992893404214
US	America/New_York	Middletown	4465972618169
BY	Europe/Minsk	Dobrush	1155944835542
US	America/New_York	Collinwood	8547937447796
TZ	Africa/Dar_es_Salaam	Chanika	8043473445635
SE	Europe/Stockholm	Hudiksvall	8030739524333
CN	Asia/Shanghai	Longgang	1880191922447
ID	Asia/Jakarta	Tebingtinggi	6461474319625
IN	Asia/Kolkata	Pujali	4525397310113
US	America/Chicago	Searcy	5919350957078
CZ	Europe/Prague	Most	7803924665880
RU	Asia/Yekaterinburg	Lesnoy	4359266589603
US	America/New_York	North Lauderdale	8936762774366
TR	Europe/Istanbul	Mardin	6950460209229
JP	Asia/Tokyo	Iwade	5565952095801
RU	Asia/Novokuznetsk	Yashkino	1825991945739
PK	Asia/Karachi	Tharu Shah	2282506173916
CN	Asia/Shanghai	Zhuangyuan	7051536924578
RU	Asia/Yekaterinburg	Saraktash	2978260545341
FR	Europe/Paris	Arles	8530107366867
MD	Europe/Chisinau	Soroca	4420117235939
US	America/New_York	Kendall	0624031968100
DE	Europe/Berlin	Marburg an der Lahn	0980491162374
BY	Europe/Minsk	Dobrush	2410446798504
ES	Europe/Madrid	Jumilla	7228355985527
IN	Asia/Kolkata	Gorakhpur	4614473394052
VE	America/Caracas	Barinas	6214517649605
DE	Europe/Berlin	Radevormwald	5997022138765
CA	America/Toronto	Sainte-Catherine	7977379455447
US	America/New_York	Nutley	4993055521490
US	America/New_York	Fayetteville	8686598038339
BR	America/Sao_Paulo	Alfenas	5439137939368
US	America/New_York	Bridgeport	2018375727857
FI	Europe/Helsinki	Tornio	9715139474714
RU	Europe/Moscow	Likhobory	0807805923776
PK	Asia/Karachi	Daud Khel	9584870238899
GB	Europe/London	Exeter	3176188938767
MX	America/Mexico_City	Acayucan	0405796402975
LT	Europe/Vilnius	Alytus	4452118052352
JP	Asia/Tokyo	Fujioka	6378894032259
AU	Australia/Melbourne	Wheelers Hill	7856625934687
MX	America/Mexico_City	Santa Rosa Jauregui	2966273919617
TH	Asia/Bangkok	Bang Ban	5865944423491
AZ	Asia/Baku	Qazax	7591944666306
GB	Europe/London	Blackpool	0153618544081
IR	Asia/Tehran	Nowshahr	5866130381014
US	America/New_York	Nutley	7585172013087
US	America/Chicago	Grand Forks	9692632290150
US	America/New_York	Sun City Center	9446540616249
US	America/Chicago	Odessa	9642600470442
FR	Europe/Paris	Bobigny	0739746252267
US	America/Los_Angeles	Bothell	7193509876511
US	America/New_York	Venice	5725555211392
RU	Europe/Moscow	Gudermes	3843796182041
IT	Europe/Rome	San Giuliano Milanese	1798199417134
HR	Europe/Zagreb	Split	2478347199790
BR	America/Sao_Paulo	Itaperuna	3166523377030
IN	Asia/Kolkata	Rangia	9228203468491
US	America/Los_Angeles	Glendale	4862833522298
GB	Europe/London	Rhosllanerchrugog	6909893025166
IN	Asia/Kolkata	Patti	2818807690045
BE	Europe/Brussels	Lille	3898540963261
US	America/Chicago	Pekin	8734070192243
PH	Asia/Manila	La Trinidad	3989276635277
US	America/Chicago	Schererville	1025152183233
US	America/Los_Angeles	Troutdale	0547833930062
MA	Africa/Casablanca	Temara	8784312226069
DE	Europe/Berlin	Landshut	0692585242939
US	America/New_York	Dublin	0238746805591
IN	Asia/Kolkata	Barpeta	6903211037329
FR	Europe/Paris	Pamiers	7283766999822
DE	Europe/Berlin	Albstadt	9326569908603
NL	Europe/Amsterdam	Zeist	4446159585849
US	America/Chicago	Bourbonnais	7481262388724
IN	Asia/Kolkata	Dombivli	5424736306512
US	America/Los_Angeles	Riverbank	2897840657383
PE	America/Lima	Iquitos	5678784730526
IT	Europe/Rome	Sassari	1202002673292
DE	Europe/Berlin	Weimar	8857747001263
US	America/Los_Angeles	American Canyon	9888252425960
CN	Asia/Shanghai	Pucheng	5601265284997
NI	America/Managua	Somoto	4605198643327
US	America/Chicago	New City	8802013057536
RU	Europe/Moscow	Malakhovka	0136279453206
CA	America/Vancouver	Vernon	3895395054939
FR	Europe/Paris	Rueil-Malmaison	0381283994683
MX	America/Merida	Progreso	9874236595156
PR	America/Puerto_Rico	Yauco	2467354515457
ES	Europe/Madrid	Villaquilambre	6446414071511
GB	Europe/London	Walton-on-the-Naze	4387180901126
CH	Europe/Zurich	Adliswil	7154701269846
ID	Asia/Jakarta	Kediri	8945931821183
AU	Australia/Sydney	Nowra	2239622598017
ZA	Africa/Johannesburg	Standerton	9905456201081
TR	Europe/Istanbul	Serinhisar	8024012902383
FR	Europe/Paris	Arles	3390801466059
MD	Europe/Chisinau	Soroca	1463027358261
RU	Asia/Irkutsk	Ulan-Ude	4759080656107
CZ	Europe/Prague	Karlovy Vary	8355995836809
CN	Asia/Shanghai	Ulanhot	5253410405476
RU	Asia/Krasnoyarsk	Lesosibirsk	9827819813284
RU	Asia/Irkutsk	Ulan-Ude	4968205139931
RU	Europe/Moscow	Roslavl’	0834326321996
DE	Europe/Berlin	Pfullingen	9240880209402
CA	America/Toronto	Sainte-Catherine	0101597957095
PK	Asia/Karachi	Alipur	9828460710601
SE	Europe/Stockholm	Hudiksvall	9536921166095
US	America/Chicago	Bourbonnais	7822731623067
US	America/New_York	Nutley	2197504805083
RU	Europe/Volgograd	Mikhaylovka	1496382055568
CL	America/Santiago	Chiguayante	5703572071281
PK	Asia/Karachi	Qadirpur Ran	6005562796112
TN	Africa/Tunis	Beni Khiar	2862102342642
BR	America/Maceio	Aracaju	1425616412570
NG	Africa/Lagos	Igbara-Odo	7497077720796
ID	Asia/Jakarta	Simpang	7982458282630
MX	America/Mexico_City	Guanajuato	1440973406529
RU	Europe/Moscow	Stupino	4235022423025
IN	Asia/Kolkata	Chharra	5482270976509
IT	Europe/Rome	Chiavari	6296273575022
BO	America/La_Paz	Tupiza	1276323146650
US	America/New_York	Sterling	6956879842842
US	America/Denver	Saratoga Springs	4813595333486
IT	Europe/Rome	Misterbianco	1185146456726
PL	Europe/Warsaw	Reda	7132419546299
PK	Asia/Karachi	Sangla Hill	2056339611545
MA	Africa/Casablanca	Oulmes	2491020865119
VE	America/Caracas	La Victoria	3443749739089
TH	Asia/Bangkok	Kantharalak	3728534580740
ES	Europe/Madrid	Segundo Ensanche	6965974754479
AZ	Asia/Baku	Qazax	7070410305111
US	America/New_York	Lebanon	1731229894918
AU	Australia/Sydney	Griffith	3956446016525
NI	America/Managua	Somoto	1116543689318
ML	Africa/Bamako	Kati	8857458197002
IE	Europe/Dublin	An Muileann gCearr	9826206755916
US	America/New_York	Dumont	3597247385559
US	America/New_York	Yonkers	7173850920804
US	America/New_York	Scotch Plains	3227762841758
CO	America/Bogota	Socorro	8062057594842
CN	Asia/Shanghai	Changshu City	1049692134357
IN	Asia/Kolkata	Parola	0498866773075
BR	America/Sao_Paulo	Viradouro	9012510557777
FR	Europe/Paris	Cavaillon	0211717527555
KZ	Asia/Almaty	Otegen Batyra	2804026297851
JP	Asia/Tokyo	Fujioka	7412833725020
CU	America/Havana	Media Luna	3463207464711
ES	Europe/Madrid	Ferrol	7634917664531
DE	Europe/Berlin	Pfullingen	0628928017414
US	America/New_York	East Haven	3206327593127
BR	America/Sao_Paulo	Itaperuna	0732618240935
JP	Asia/Tokyo	Komono	0894083989891
CA	America/Toronto	Norfolk County	7628999455651
ES	Europe/Madrid	Amposta	1877302937988
DE	Europe/Berlin	Rudolstadt	9026376647084
IT	Europe/Rome	Sassari	3091392514500
GB	Europe/London	Thetford	7411054160412
IN	Asia/Kolkata	Davangere	9766392279714
PH	Asia/Manila	Manaoag	7134976147629
LT	Europe/Vilnius	Ukmerge	2049779599443
NG	Africa/Lagos	Biu	1268931754891
CL	America/Santiago	Chiguayante	9527984478348
HR	Europe/Zagreb	Split	7519290713116
IN	Asia/Kolkata	Barpeta	8763724685459
PL	Europe/Warsaw	Zgorzelec	0105109821294
IN	Asia/Kolkata	Pandua	6101056182451
TH	Asia/Bangkok	Phanat Nikhom	5298876517868
PH	Asia/Manila	Pilar	0751624921768
IN	Asia/Kolkata	Manjeri	1790681738505
RU	Europe/Moscow	Gavrilov-Yam	2545012918656
US	America/Detroit	Canton	3158546923387
IN	Asia/Kolkata	Betamcherla	1070593986790
IN	Asia/Kolkata	Chamba	5058097085863
UZ	Asia/Tashkent	Andijon	9621638945313
US	America/New_York	Rutland	5214984533736
DE	Europe/Berlin	Wesseling	4745452813339
US	America/Los_Angeles	Riverbank	9335919999062
US	America/Chicago	Huntley	1622528306526
HT	America/Port-au-Prince	Thomazeau	2502516041938
RU	Asia/Yekaterinburg	Oktyabr’skiy	8560638135144
RO	Europe/Bucharest	Sector 6	3783426054143
US	America/New_York	Palm Valley	4213031599771
AR	America/Argentina/Buenos_Aires	Chacabuco	3103003696052
US	America/Los_Angeles	Sunnyside	0545372998475
TR	Europe/Istanbul	Patnos	2012214435026
FR	Europe/Paris	Marseille 11	5263370548625
KR	Asia/Seoul	T’aebaek	3994421719702
MK	Europe/Skopje	Bogovinje	4155859441781
IT	Europe/Rome	Roseto degli Abruzzi	9756137149426
IR	Asia/Tehran	Isfahan	1083452787766
US	America/New_York	Yonkers	2225413429066
IN	Asia/Kolkata	Madhipura	9045504219863
PK	Asia/Karachi	Daud Khel	7968223890743
TR	Europe/Istanbul	Yakuplu	6255840429465
